rank,programme_name,institution,job_title,employer_sector,location,job_url,hybrid_score,semantic_score,top_skill_gaps
3,Informatics Engineering,Kaunas University of Technology,SAUGUMO SPRENDIMŲ ARCHITEKTAS (-Ė),,Vilnius,https://en.cvbankas.lt/saugumo-sprendimu-architektas-e-vilniuje/1-13713875,0.1523,0.5798,think analytically; security regulations; manage time; assume responsibility; cloud security and compliance; digital identity management; lead a team; quality assurance procedures; apply strategic thinking; ICT security standards
4,Informatics Engineering,Kaunas University of Technology,IT SISTEMŲ ADMINISTRATORIUS (-Ė),,Vilnius,https://en.cvbankas.lt/it-sistemu-administratorius-e-vilniuje/1-13716003,0.1508,0.4912,MySQL; SQL; ICT encryption; think analytically; tools for software configuration management; network standards; patents; make decisions; perform procurement processes; business processes
5,Informatics Engineering,Kaunas University of Technology,KIBERNETINIO SAUGUMO VADOVAS (-Ė),,Kaunas,https://en.cvbankas.lt/kibernetinio-saugumo-vadovas-e-kaune/1-13760617,0.1489,0.5604,apply change management; digital data processing; security regulations; Python (computer programming); penetration testing tool; think critically
6,Informatics Engineering,Kaunas University of Technology,Programuotojas / AI (DI) inžinierius,,Vilnius,https://en.cvbankas.lt/programuotojas-ai-di-inzinierius-vilniuje/1-13706229,0.148,0.4871,SQL; business processes; solution deployment; tools for software configuration management
7,Informatics Engineering,Kaunas University of Technology,Informacijos saugos specialistas (-ė),,Vilnius,https://en.cvbankas.lt/informacijos-saugos-specialistas-e-vilniuje/1-13751575,0.1355,0.5007,think analytically; security regulations; ICT security standards; manage time; provide information; assume responsibility; Python (computer programming); coordinate security; define security policies
8,Informatics Engineering,Kaunas University of Technology,IT sistemų ir kibernetinio saugumo administratorius (-ė),,Kaunas,https://en.cvbankas.lt/it-sistemu-ir-kibernetinio-saugumo-administratorius-e-kaune/1-13608923,0.1217,0.5978,data protection; renewable energy; manage digital documents; digital identity management; work in teams; security regulations; make decisions; lead others; patents; accounting
9,Informatics Engineering,Kaunas University of Technology,IT Vadovas (-ė),,Kaunas,https://en.cvbankas.lt/it-vadovas-e-kaune/1-13700339,0.116,0.4965,risk management; perform warehousing operations; apply change management; Russian; business management principles; negotiate compromises; manage closed-circuit television system; work in teams; trademarks; SQL
10,Informatics Engineering,Kaunas University of Technology,IT INFRASTRUKTŪROS ADMINISTRATORIUS (-Ė),,Klaipėda,https://en.cvbankas.lt/it-infrastrukturos-administratorius-e-klaipedoje/1-13736439,0.1131,0.4976,data protection; accounting; troubleshoot; SQL; database; manage closed-circuit television system; assume responsibility; business processes; make decisions; make independent operating decisions
1,Informatics engineering,Klaipėda University,IT inžinierius (-ė),,Kaunas,https://en.cvbankas.lt/it-inzinierius-e-kaune/1-13753731,0.2054,0.59,solve technical problems; troubleshoot; maintain equipment; computer equipment; accounting; electrical equipment components; Lithuanian; manufacturing processes; cyber security; data protection
2,Informatics engineering,Klaipėda University,Experienced AI Engineer/Data Scientist,,Vilnius,https://en.cvbankas.lt/experienced-ai-engineer-data-scientist-vilniuje/1-13500505,0.1816,0.5794,machine learning; computer vision; mathematics; personal development; physics; economics; team building; perform project management; Python (computer programming); lead others
3,Informatics engineering,Klaipėda University,DATA ENGINEER with verification,,Lithuania (Remote),https://www.linkedin.com/jobs/view/4328710459/?eBP=CwEAAAGdXVTxFfylTwn5FhVuExSS7O-QXtgOj66BYmJuT5ZfOGG6DXV-oxGHbbtbJgiMgw4aIbELH0z0XdfK0KxiiVLl5qoU_qaRDBIAtoH7rHeH63gx-MsOsG4jNF1YJz7qO6rHJrt4UXi6PklDI9PiknyDtc45vcS-SRwv9JsqlXcmnzIuMDQMAZrNjYRYwsaWOqxkSeTrgF0-7kSy0R4UUFQVnU3bJaoCFX8H53e-Ji-c6X1YoegRyKsZQIZxZKAQnimjF6Hc56yr8jj13jo8g8UvIdDQHACtd6sTRMgZa_9fZVUaMwmZhQdOgtsGMLC-j20oepaYXfUXBTIXvNuT28H8awvc3wmt3VIfqa9z3wDd79JuqGUPDdId2b1fsQhbsvdbGSj7aHxRfmqKSb1rQ92bDSswLi46M189lsUQyU11HAYoluucRLLjaIqqDrFG0k9FK8ou5gk5_VexVfZW_FIy7nRx_36ni7VgVlTD50VQWLiHl_p1yOOVyc6LzuEem6ITm887Tgmia67EAVVRRXvW5NAczFSpJp4tug&refId=8E32x5IjZ%2BhE0AVcGSKhpw%3D%3D&trackingId=XMB19EEnT64C5KFJO5HxtA%3D%3D&trk=flagship3_search_srp_jobs,0.1396,0.5686,"English; ICT project management methodologies; data extraction, transformation and loading tools; troubleshoot; data warehouse; data engineering; SQL; data storage; blueprints; Python (computer programming)"
4,Informatics engineering,Klaipėda University,Senior / Mid Software Engineer (.NET / Delphi) I Teltonika Security,,Vilnius,https://en.cvbankas.lt/senior-mid-software-engineer-net-delphi-i-teltonika-security-vilniuje/1-13750671,0.1332,0.5807,C#; firmware; migration; program firmware; Pascal (computer programming); lead others; demonstrate curiosity; industrial research and development
5,Informatics engineering,Klaipėda University,IT On-site inžinierius,,Vilnius,https://en.cvbankas.lt/it-on-site-inzinierius-vilniuje/1-13757479,0.1298,0.5442,English; personal development; Lithuanian; troubleshoot; interact verbally in Lithuanian; think analytically; assume responsibility; operating systems; environmental engineering; lead others
6,Informatics engineering,Klaipėda University,Full-Stack Developer – Remote,,Vilnius,https://en.cvbankas.lt/full-stack-developer-remote-vilniuje/1-13726333,0.118,0.5678,Lithuanian; machine learning; MySQL; English; Python (computer programming); manage time; JavaScript; environmental management standards; logic; TypeScript
7,Informatics engineering,Klaipėda University,Software Engineer (.Net) / Programuotojas inžinierius (.Net),,Vilnius,https://en.cvbankas.lt/software-engineer-net-programuotojas-inzinierius-net-vilniuje/1-13539917,0.1086,0.5546,English; firmware; optical engineering; types of insurance; printed circuit boards; Python (computer programming); health and safety in the workplace; manage time; industrial research and development
8,Informatics engineering,Klaipėda University,"Praktikantas (-ė), IT skyriuje, UAB ""Fegda grupė""",,Alytus,https://en.cvbankas.lt/praktikantas-e-it-skyriuje-uab-fegda-grupe-alytuje/1-13716037,0.1058,0.5439,accounting; manage time; use questioning techniques
9,Informatics engineering,Klaipėda University,Analytics Engineer,,Vilnius,https://en.cvbankas.lt/analytics-engineer-vilniuje/1-13765615,0.1049,0.5516,"SQL; English; Lithuanian; data extraction, transformation and loading tools; logic; team building; data models; Python (computer programming); economics; tools for software configuration management"
10,Informatics engineering,Klaipėda University,IT Support Engineer,,Vilnius,https://en.cvbankas.lt/it-support-engineer-vilniuje/1-13176664,0.0891,0.5621,troubleshoot; English
1,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,PLV programuotojas,,Vilnius,https://en.cvbankas.lt/plv-programuotojas-vilniuje/1-13472073,0.3159,0.4637,think analytically
2,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,Pardavimų inžinierius (-ė) KLAIPĖDA,,Klaipėda,https://en.cvbankas.lt/pardavimu-inzinierius-e-klaipeda-klaipedoje/1-13737297,0.1491,0.4781,business analytics; plan; manage time
3,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,SAP DATA Services Developer with verification,,"Vilnius, Vilniaus, Lithuania (Remote)",https://www.linkedin.com/jobs/view/4390914503/?eBP=CwEAAAGdXVTxFcI6g9hH53N1HLbm8qUIlDCF29qdU73aSnKw2A9Sm0OKg4wH1WUAV60u3dhjnQkze7yyqC8OEFvq91eR0kmqJg2F9SZgBy-P0l_zmfETpFkq7EO-iFmTiW0lQC6yfMwoTMijJbMFzdQlKLaeJpq-M-k8CYM61f7srpH_zkGA7_ZRru4Kzhvn1PSdxJCJq5jSve_PRB9Beni0IliEe8GgTy8tBCz9opPwsSievwfmSWA0FCFyh_TXiVZRcgT4mjCCpPSi36AtP-2FA3uN6prNDU3tolKpvnY0vmtulhj6BUoWYmPeBB1H_jeY849GGS1D0CpyEzazZLt54NP9bRVV-gtaUWujPp9BGT73-wQGvj4NktTMBrr8XjZnRWa0NHHbGBnv9Thh98ifEFRjhVxb8ztaftEHHQfaBDX9nCYY0T_7brNhqeOe4R5wZXX1Pay8S4S7UwG0SJxjQTxoL12iGaa1GUEZC1PE-oL8kZJ4sHR4OmKC3avjeXcVrsqxpKnpmsdCamYtX3BNMR_EowrEaFmIY5Sr9w&refId=8E32x5IjZ%2BhE0AVcGSKhpw%3D%3D&trackingId=sAoLzTehYU0i6vxN8a7ZUw%3D%3D&trk=flagship3_search_srp_jobs,0.1215,0.4939,"SAP Data Services; data extraction, transformation and loading tools; SQL; migration; robotics; data models; Polish; acoustics; Swedish; troubleshoot"
4,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,Software Test Manager,,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/view/4396864190/?eBP=CwEAAAGdXVntZ7QsJYdUiu8Quf2GLuTTaOTbIIsW9fX6b22tbTV_bzCb37ZozkiX5KRayb4GUv1BQqTcF7_xxu1CYrOUTFAmTQpvL7WT0ezznSeyoo8tnS53k7PdamQpWdQE1UqDd7UvGyrO1-0tV8CO0vUXpvrzw61sQgCd5Hiue2Y5R-jNfHa-q8RJNHvUIL_k3YxcMjH_qkx18ch3tLAo8yOgjkGhc12AyiXwuae_8KXKt_xLmPlZdxJtcYohz3FYc3kq0nk8on8MGllXZaxDvi-BS_yRekVzrT83rzBbrsJ74A5-3oZop43Bv6dA_BI_mZrIOpqt0DBlzABSMeQ09ktdQGYEnLc0DhN4inH40tN8PywrJJhOooLoF1Mmoi7Do5ibMrpf3YfKlPOdQvgxDVErgdj_fZ5nydCszfqkhj5q3Bo97h_xdUrfPxP-bIcziNhX-reFZKVmE_9Xh5AnemC5pN9OswbRXPtpfZLXTkCiCj78YIoAA-66Vr54GB0t1Q04kYNIOnwq30xG7nUUr6F6J_Q&refId=6GiEAUVSkDxSu6caJTFUxQ%3D%3D&trackingId=xn00lydtjakgzkFEZO4imw%3D%3D&trk=flagship3_search_srp_jobs,0.1173,0.4723,plan; manage tests; ICT project management methodologies; manage time; lead others; mechanical systems; embedded systems; troubleshoot; French; Java (computer programming)
5,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,IT Technikas,,Ukmergė,https://en.cvbankas.lt/it-technikas-ukmergeje/1-11323919,0.1159,0.4839,database; accounting; perform warehousing operations; Assembly (computer programming); packaging engineering; troubleshoot; maintain equipment; electronic locks; think analytically; SQL
6,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,IT Support Engineer,,Vilnius,https://en.cvbankas.lt/it-support-engineer-vilniuje/1-13176664,0.1138,0.4782,troubleshoot
7,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,DESIGN ENGINEER,,Klaipėda,https://en.cvbankas.lt/design-engineer-klaipedoje/1-13757329,0.1123,0.5389,production processes
8,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,IT inžinierius (-ė),,Kaunas,https://en.cvbankas.lt/it-inzinierius-e-kaune/1-13753731,0.1005,0.4717,solve technical problems; troubleshoot; maintain equipment; computer equipment; accounting; electrical equipment components; Lithuanian; Internet of Things; manufacturing processes; plan
9,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,Software helpdesk – junior IT Analyst,,Vilnius,https://en.cvbankas.lt/software-helpdesk-junior-it-analyst-vilniuje/1-13753555,0.0986,0.522,
10,Informatics Engineering,Klaipėdos valstybinė kolegija / Higher Education Institution,IT Compliance & Process manager,,Vilnius,https://en.cvbankas.lt/it-compliance-process-manager-vilniuje/1-13722075,0.0976,0.4634,in-circuit test; root cause analysis; risk management; management department processes; think analytically; think innovatively
1,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,IT administratorius (-ė) (Vilniaus oro uostas),,Vilnius,https://en.cvbankas.lt/it-administratorius-e-vilniaus-oro-uostas-vilniuje/1-9300478,0.2221,0.4543,consultation; assume responsibility; electrical equipment components; solve problems; root cause analysis; troubleshoot; implement ICT recovery system; cyber security; accounting; maintain equipment
2,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,IT inžinierius (-ė),,Kaunas,https://en.cvbankas.lt/it-inzinierius-e-kaune/1-13753731,0.1902,0.4494,solve technical problems; troubleshoot; maintain equipment; computer equipment; accounting; electrical equipment components; Lithuanian; manufacturing processes; cyber security; business management principles
3,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,IT On-site inžinierius,,Vilnius,https://en.cvbankas.lt/it-on-site-inzinierius-vilniuje/1-13757479,0.1728,0.4468,English; personal development; Lithuanian; troubleshoot; interact verbally in Lithuanian; assume responsibility; solve problems; think analytically; environmental engineering; lead others
4,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,OSINT Specialistas,,Vilnius,https://en.cvbankas.lt/osint-specialistas-vilniuje/1-13474247,0.1612,0.4571,Maltego; English; Polish; social sciences; Python (computer programming); cyber security; manage time; risk management
5,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,Telekomunikacijų specialistas – bazinių stočių montuotojas LIETUVA,,Vilnius,https://en.cvbankas.lt/telekomunikaciju-specialistas-baziniu-stociu-montuotojas-lietuva-vilniuje/1-13540245,0.1542,0.4913,English; German; history; procurement of ICT network equipment; electrical engineering; morality; have computer literacy; maintain equipment; work in teams; team building
6,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,IT inžinierius (-ė),,Kaunas,https://en.cvbankas.lt/it-inzinierius-e-kaune/1-13706767,0.1465,0.4453,English; Lithuanian; troubleshoot; Android (mobile operating systems); think analytically; personal development; interact verbally in Lithuanian; assume responsibility; accounting; maintain equipment
7,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,Software Test Manager,,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/view/4396864190/?eBP=CwEAAAGdXVntZ7QsJYdUiu8Quf2GLuTTaOTbIIsW9fX6b22tbTV_bzCb37ZozkiX5KRayb4GUv1BQqTcF7_xxu1CYrOUTFAmTQpvL7WT0ezznSeyoo8tnS53k7PdamQpWdQE1UqDd7UvGyrO1-0tV8CO0vUXpvrzw61sQgCd5Hiue2Y5R-jNfHa-q8RJNHvUIL_k3YxcMjH_qkx18ch3tLAo8yOgjkGhc12AyiXwuae_8KXKt_xLmPlZdxJtcYohz3FYc3kq0nk8on8MGllXZaxDvi-BS_yRekVzrT83rzBbrsJ74A5-3oZop43Bv6dA_BI_mZrIOpqt0DBlzABSMeQ09ktdQGYEnLc0DhN4inH40tN8PywrJJhOooLoF1Mmoi7Do5ibMrpf3YfKlPOdQvgxDVErgdj_fZ5nydCszfqkhj5q3Bo97h_xdUrfPxP-bIcziNhX-reFZKVmE_9Xh5AnemC5pN9OswbRXPtpfZLXTkCiCj78YIoAA-66Vr54GB0t1Q04kYNIOnwq30xG7nUUr6F6J_Q&refId=6GiEAUVSkDxSu6caJTFUxQ%3D%3D&trackingId=xn00lydtjakgzkFEZO4imw%3D%3D&trk=flagship3_search_srp_jobs,0.137,0.4608,English; manage tests; ICT project management methodologies; cyber security; embedded systems; manage time; lead others; mechanical systems; troubleshoot; ICT system integration
8,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,Junior / Entry-Level IT Administrator,,Klaipėda,https://en.cvbankas.lt/junior-entry-level-it-administrator-klaipedoje/1-13753405,0.1369,0.491,English; call routing; accounting; troubleshoot; manage time; Computer Assisted Language Learning; solve problems; solve technical problems; maintain equipment; electrical equipment components
9,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,IT sistemų administratorius (-ė),,Vilnius,https://en.cvbankas.lt/it-sistemu-administratorius-e-vilniuje/1-13756627,0.1342,0.4541,philosophy; digital data processing; manage time; assume responsibility; network standards; electrical equipment components; mechanical systems; think analytically; SQL; data warehouse
10,Informatics Engineering,Panevėžio kolegija/State Higher Education Institution,IT Support Engineer,,Vilnius,https://en.cvbankas.lt/it-support-engineer-vilniuje/1-13176664,0.1255,0.4462,troubleshoot; English
1,Cyber Systems and Security,Kauno kolegija / Higher Education Institution,PROGRAMUOTOJAS (-A) (PASTATŲ VALDYMAS),,Vilnius,https://en.cvbankas.lt/programuotojas-a-pastatu-valdymas-vilniuje/1-13540655,0.2646,0.5128,electricity; programmable logic controller; ICT system integration
2,Cyber Systems and Security,Kauno kolegija / Higher Education Institution,IT administratorius (-ė) (Vilniaus oro uostas),,Vilnius,https://en.cvbankas.lt/it-administratorius-e-vilniaus-oro-uostas-vilniuje/1-9300478,0.238,0.5108,electrical equipment components; solve problems; root cause analysis; troubleshoot; implement ICT recovery system; accounting; maintain equipment; Lithuanian; manufacturing processes; data protection
3,Cyber Systems and Security,Kauno kolegija / Higher Education Institution,SOC analitikas (-ė) kibernetinių grėsmių paieškai,,Vilnius,https://en.cvbankas.lt/soc-analitikas-e-kibernetiniu-gresmiu-paieskai-vilniuje/1-13395656,0.2355,0.5639,Lithuanian; computer programming; penetration testing tool; think critically; apply change management; digital data processing; security regulations; apply information security policies; think analytically; ICT security standards
4,Cyber Systems and Security,Kauno kolegija / Higher Education Institution,Cyber Security Specialist,,Vilnius,https://en.cvbankas.lt/cyber-security-specialist-vilniuje/1-13680669,0.2065,0.5373,Lithuanian; DevOps; web application security threats; economics; think analytically; implement ICT recovery system; cloud security and compliance; security regulations; risk management; troubleshoot
5,Cyber Systems and Security,Kauno kolegija / Higher Education Institution,SAP DATA Services Developer with verification,,"Vilnius, Vilniaus, Lithuania (Remote)",https://www.linkedin.com/jobs/view/4390914503/?eBP=CwEAAAGdXVTxFcI6g9hH53N1HLbm8qUIlDCF29qdU73aSnKw2A9Sm0OKg4wH1WUAV60u3dhjnQkze7yyqC8OEFvq91eR0kmqJg2F9SZgBy-P0l_zmfETpFkq7EO-iFmTiW0lQC6yfMwoTMijJbMFzdQlKLaeJpq-M-k8CYM61f7srpH_zkGA7_ZRru4Kzhvn1PSdxJCJq5jSve_PRB9Beni0IliEe8GgTy8tBCz9opPwsSievwfmSWA0FCFyh_TXiVZRcgT4mjCCpPSi36AtP-2FA3uN6prNDU3tolKpvnY0vmtulhj6BUoWYmPeBB1H_jeY849GGS1D0CpyEzazZLt54NP9bRVV-gtaUWujPp9BGT73-wQGvj4NktTMBrr8XjZnRWa0NHHbGBnv9Thh98ifEFRjhVxb8ztaftEHHQfaBDX9nCYY0T_7brNhqeOe4R5wZXX1Pay8S4S7UwG0SJxjQTxoL12iGaa1GUEZC1PE-oL8kZJ4sHR4OmKC3avjeXcVrsqxpKnpmsdCamYtX3BNMR_EowrEaFmIY5Sr9w&refId=8E32x5IjZ%2BhE0AVcGSKhpw%3D%3D&trackingId=sAoLzTehYU0i6vxN8a7ZUw%3D%3D&trk=flagship3_search_srp_jobs,0.2021,0.5291,"data extraction, transformation and loading tools; SQL; migration; robotics; data models; Polish; work independently; acoustics; troubleshoot; perform warehousing operations"
